user_id,product_id,refunded,purchase_date,country_code,media_source
2063883,tenwords_1w_7.99_7free,FALSE,2020-09-05,US,Facebook Ads
2063883,tenwords_1w_7.99_7free,FALSE,2020-08-29,US,Facebook Ads
2063883,tenwords_1w_7.99_7free,FALSE,2020-08-22,US,Facebook Ads
2063883,tenwords_1w_7.99_7free,FALSE,2020-08-15,US,Facebook Ads
2343424,tenwords_1w_7.99_7free,FALSE,2020-08-27,IS,Google Ads
2063883,tenwords_1w_7.99_7free,FALSE,2020-08-08,US,Facebook Ads
2063883,tenwords_1w_7.99_7free,FALSE,2020-08-01,US,Facebook Ads
2063883,tenwords_1w_7.99_7free,FALSE,2020-07-25,US,Facebook Ads
2063883,tenwords_1w_7.99_7free,FALSE,2020-07-18,US,Facebook Ads
2164383,tenwords_1w_9.99_offer,FALSE,2020-08-13,PG,Facebook Ads
2164383,tenwords_1w_9.99_offer,FALSE,2020-08-06,PG,Facebook Ads
2164383,tenwords_1w_9.99_offer,FALSE,2020-07-30,PG,Facebook Ads
1992608,tenwords_1w_9.99_offer,FALSE,2020-07-05,BN,Facebook Ads
1992608,tenwords_1w_9.99_offer,FALSE,2020-07-12,BN,Facebook Ads
1860032,tenwords_1w_9.99_offer,FALSE,2020-09-24,NG,Facebook Ads
2196447,tenwords_1w_9.99_offer,FALSE,2020-09-08,US,Facebook Ads
2318810,tenwords_1w_9.99_offer,FALSE,2020-08-24,MY,Facebook Ads
2534885,tenwords_1w_9.99_offer,FALSE,2020-09-20,US,Google Ads
2258614,tenwords_1w_9.99_offer,FALSE,2020-08-15,HK,Facebook Ads
2301168,tenwords_1w_7.99_7free,FALSE,2020-08-22,TH,Facebook Ads
2059353,tenwords_1w_7.99_7free,FALSE,2020-07-18,PH,Facebook Ads
1374733,tenwords_1w_7.99_7free,FALSE,2020-09-15,US,Facebook Ads
2301198,tenwords_1w_7.99_7free,FALSE,2020-08-22,SA,Facebook Ads
2265350,tenwords_1w_9.99_offer,FALSE,2020-08-23,TR,Facebook Ads
2265350,tenwords_1w_9.99_offer,FALSE,2020-08-16,TR,Facebook Ads
514944,tenwords_1w_9.99_offer,FALSE,2020-09-26,Organic/Unknown,Organic/Unknown
2265350,tenwords_1w_9.99_offer,FALSE,2020-08-30,TR,Facebook Ads
2308208,tenwords_1w_7.99_7free,FALSE,2020-08-23,US,Facebook Ads
2072913,tenwords_1w_7.99_7free,FALSE,2020-07-19,LB,Facebook Ads
2322551,tenwords_1w_7.99_7free,FALSE,2020-08-24,RU,Facebook Ads
1874068,tenwords_1w_9.99_offer,FALSE,2020-09-06,Organic/Unknown,Organic/Unknown
1362773,tenwords_1w_9.99_offer,FALSE,2020-09-22,Organic/Unknown,Organic/Unknown
2342604,tenwords_1w_9.99_offer,FALSE,2020-09-10,JP,Facebook Ads
2276012,tenwords_1w_7.99_7free,FALSE,2020-08-18,RU,Facebook Ads
2404463,tenwords_1w_9.99_offer,FALSE,2020-09-12,US,Facebook Ads
2276022,tenwords_1w_7.99_7free,FALSE,2020-08-18,UA,Facebook Ads
2242011,tenwords_1w_7.99_7free,FALSE,2020-08-11,US,Facebook Ads
1999048,tenwords_1w_7.99_7free,FALSE,2020-08-31,CH,Facebook Ads
1999048,tenwords_1w_7.99_7free,FALSE,2020-08-24,CH,Facebook Ads
1999048,tenwords_1w_7.99_7free,FALSE,2020-08-17,CH,Facebook Ads
1999048,tenwords_1w_7.99_7free,FALSE,2020-08-10,CH,Facebook Ads
2138950,tenwords_1w_7.99_7free,FALSE,2020-07-26,BY,Facebook Ads
1999048,tenwords_1w_7.99_7free,FALSE,2020-07-20,CH,Facebook Ads
1999048,tenwords_1w_7.99_7free,FALSE,2020-07-13,CH,Facebook Ads
1999048,tenwords_1w_7.99_7free,FALSE,2020-07-06,CH,Facebook Ads
1999048,tenwords_1w_7.99_7free,FALSE,2020-08-03,CH,Facebook Ads
2410881,tenwords_1w_7.99_7free,FALSE,2020-09-06,US,ByteDance
1999048,tenwords_1w_7.99_7free,FALSE,2020-07-27,CH,Facebook Ads
2148973,tenwords_lifetime_limited_49.99,FALSE,2020-07-28,DK,Facebook Ads
1983878,tenwords_1w_9.99_offer,FALSE,2020-09-04,MY,Facebook Ads
2350940,tenwords_1w_7.99_7free,FALSE,2020-09-04,UK,Facebook Ads
2340176,tenwords_1w_9.99_offer,FALSE,2020-09-02,SA,Google Ads
2097384,tenwords_1w_9.99_offer,FALSE,2020-08-11,US,Facebook Ads
2097384,tenwords_1w_9.99_offer,FALSE,2020-08-04,US,Facebook Ads
2097384,tenwords_1w_9.99_offer,FALSE,2020-07-28,US,Facebook Ads
2097384,tenwords_1w_9.99_offer,FALSE,2020-07-21,US,Facebook Ads
2364640,tenwords_1w_9.99_offer,FALSE,2020-09-06,MN,Facebook Ads
2364640,tenwords_1w_9.99_offer,FALSE,2020-08-30,MN,Facebook Ads
2238490,tenwords_1w_9.99_offer,FALSE,2020-08-11,US,Facebook Ads
2238490,tenwords_lifetime_limited_49.99,FALSE,2020-08-11,US,Facebook Ads
2469659,tenwords_1w_7.99_7free,FALSE,2020-09-13,CA,Google Ads
2362154,tenwords_1w_7.99_7free,FALSE,2020-08-21,Organic/Unknown,Organic/Unknown
2386986,tenwords_lifetime_limited_49.99,FALSE,2020-09-03,Organic/Unknown,Organic/Unknown
2240745,tenwords_1w_7.99_7free,FALSE,2020-08-25,AE,Facebook Ads
2240745,tenwords_1w_7.99_7free,FALSE,2020-08-18,AE,Facebook Ads
2240745,tenwords_1w_7.99_7free,FALSE,2020-08-11,AE,Facebook Ads
2516220,tenwords_1w_7.99_7free,FALSE,2020-09-17,US,Facebook Ads
1899771,tenwords_lifetime_limited_49.99,TRUE,2020-09-19,US,Facebook Ads
2240745,tenwords_1w_7.99_7free,FALSE,2020-09-01,AE,Facebook Ads
2215066,tenwords_1w_7.99_7free,FALSE,2020-08-08,BY,Facebook Ads
2275992,tenwords_1w_9.99_offer,FALSE,2020-08-25,RU,Facebook Ads
2275992,tenwords_1w_9.99_offer,FALSE,2020-08-18,RU,Facebook Ads
2215066,tenwords_1w_7.99_7free,FALSE,2020-09-02,BY,Facebook Ads
2362154,tenwords_1w_7.99_7free,FALSE,2020-09-11,Organic/Unknown,Organic/Unknown
2303033,tenwords_1w_9.99_offer,FALSE,2020-09-05,SK,Google Ads
2362154,tenwords_1w_7.99_7free,FALSE,2020-09-04,Organic/Unknown,Organic/Unknown
1874068,tenwords_1w_9.99_offer,FALSE,2020-09-20,Organic/Unknown,Organic/Unknown
2512317,tenwords_1w_9.99_offer,FALSE,2020-09-17,RU,Facebook Ads
2275992,tenwords_1w_9.99_offer,FALSE,2020-09-01,RU,Facebook Ads
2236143,tenwords_1w_7.99_7free,FALSE,2020-08-14,Organic/Unknown,Organic/Unknown
2236143,tenwords_1w_7.99_7free,FALSE,2020-08-07,Organic/Unknown,Organic/Unknown
2236143,tenwords_1w_7.99_7free,FALSE,2020-07-31,Organic/Unknown,Organic/Unknown
2236143,tenwords_1w_7.99_7free,FALSE,2020-07-24,Organic/Unknown,Organic/Unknown
2244513,tenwords_1w_9.99_offer,FALSE,2020-08-26,LV,Facebook Ads
2244513,tenwords_1w_9.99_offer,FALSE,2020-08-19,LV,Facebook Ads
2244513,tenwords_1w_9.99_offer,FALSE,2020-08-12,LV,Facebook Ads
2244513,tenwords_1w_9.99_offer,FALSE,2020-09-02,LV,Facebook Ads
2044901,tenwords_1w_9.99_offer,FALSE,2020-09-03,US,Facebook Ads
2044901,tenwords_1w_9.99_offer,FALSE,2020-08-27,US,Facebook Ads
2044901,tenwords_1w_9.99_offer,FALSE,2020-08-20,US,Facebook Ads
2044901,tenwords_1w_9.99_offer,FALSE,2020-08-13,US,Facebook Ads
2044901,tenwords_1w_9.99_offer,FALSE,2020-08-06,US,Facebook Ads
2044901,tenwords_1w_9.99_offer,FALSE,2020-07-30,US,Facebook Ads
2044901,tenwords_1w_9.99_offer,FALSE,2020-07-23,US,Facebook Ads
2044901,tenwords_1w_9.99_offer,FALSE,2020-07-16,US,Facebook Ads
2404131,tenwords_1w_9.99_offer,FALSE,2020-09-05,US,Facebook Ads
2136207,tenwords_1w_9.99_offer,FALSE,2020-07-26,US,Facebook Ads
2292005,tenwords_1w_9.99_offer,TRUE,2020-09-03,US,Facebook Ads
2020723,tenwords_1w_9.99_offer,FALSE,2020-09-06,MX,Facebook Ads
2020723,tenwords_1w_9.99_offer,FALSE,2020-08-30,MX,Facebook Ads
2020723,tenwords_1w_9.99_offer,FALSE,2020-08-23,MX,Facebook Ads
2020723,tenwords_1w_9.99_offer,FALSE,2020-08-16,MX,Facebook Ads
2020723,tenwords_1w_9.99_offer,FALSE,2020-08-09,MX,Facebook Ads
2020723,tenwords_1w_9.99_offer,FALSE,2020-08-02,MX,Facebook Ads
2020723,tenwords_1w_9.99_offer,FALSE,2020-07-26,MX,Facebook Ads
2020723,tenwords_1w_9.99_offer,FALSE,2020-07-19,MX,Facebook Ads
2020723,tenwords_1w_9.99_offer,FALSE,2020-07-12,MX,Facebook Ads
